fetched_at,name,url,status,n_tools,error
2026-08-10T02:31:09+00:00,ai.dinglebear/unraid-mcp,,skipped_no_remote,,
2026-08-10T02:31:09+00:00,ai.dinglebear/unraid-rmcp,,skipped_no_remote,,
2026-08-10T02:31:09+00:00,ai.dinglebear/yarr,,skipped_no_remote,,
2026-08-10T02:31:09+00:00,ai.dinglebear/yarr-mcp,,skipped_no_remote,,
2026-08-10T02:31:09+00:00,ai.dinglebear/ytdl-rmcp,,skipped_no_remote,,
2026-08-10T02:31:29+00:00,ai.djwizard/tvwizard,https://tv.djwizard.ai/mcp/,error,,"ConnectTimeout: HTTPSConnectionPool(host='tv.djwizard.ai', port=443): Max retries exceeded with url: /mcp/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x104b63e00>, 'Connection to tv.djwizard.ai timed out. (connect timeout=20)'))"
2026-08-10T02:31:48+00:00,ai.djzs/trust-mcp,https://mcp.djzs.ai/mcp,error,,"ReadTimeout: HTTPSConnectionPool(host='mcp.djzs.ai', port=443): Read timed out. (read timeout=20)"
2026-08-10T02:31:49+00:00,ai.docuguru/docuguru,https://mcp.docuguru.ai/mcp,error,,HTTPError: 401 Client Error: Unauthorized for url: https://mcp.docuguru.ai/mcp
2026-08-10T02:31:50+00:00,ai.docuwriter/docuwriter,https://app.docuwriter.ai/mcp,error,,HTTPError: 401 Client Error: Unauthorized for url: https://app.docuwriter.ai/mcp
2026-08-10T02:31:51+00:00,ai.donethat/donethat,https://mcp.donethat.ai/,error,,HTTPError: 401 Client Error: Unauthorized for url: https://mcp.donethat.ai/
2026-08-10T02:31:52+00:00,ai.dragoneye/mcp,https://nexus.api.dragoneye.ai/mcp,error,,HTTPError: 401 Client Error: Unauthorized for url: https://nexus.api.dragoneye.ai/mcp/
2026-08-10T02:31:53+00:00,ai.dreamlit/mcp,https://mcp.dreamlit.ai/mcp,ok,11,
2026-08-10T02:31:54+00:00,ai.drillr/drillr,https://gateway.drillr.ai/mcp/data,ok,9,
2026-08-10T02:31:54+00:00,ai.dripmetrics/mcp,https://mcp.dripmetrics.ai/mcp,ok,6,
2026-08-10T02:31:57+00:00,ai.dsght/public,https://www.dsght.ai/mcp,error,,RuntimeError: initialize returned no result
2026-08-10T02:31:58+00:00,ai.duvera/gateway,https://app.duvera.ai/mcp,ok,52,
2026-08-10T02:31:59+00:00,ai.dynamicfeed/dynamic-feed,https://dynamicfeed.ai/mcp,ok,94,
2026-08-10T02:31:59+00:00,ai.dynsoft/sac,,skipped_no_remote,,
2026-08-10T02:32:00+00:00,ai.echoloc/company-technographics,https://api.echoloc.ai/mcp,ok,3,
2026-08-10T02:32:01+00:00,ai.edusignal/districts,https://edusignal.ai/mcp,error,,HTTPError: 401 Client Error: Unauthorized for url: https://edusignal.ai/mcp
2026-08-10T02:32:02+00:00,ai.eevy/mcp,https://mcp.eevy.ai/api/mcp,error,,HTTPError: 401 Client Error: Unauthorized for url: https://mcp.eevy.ai/api/mcp
2026-08-10T02:32:02+00:00,ai.elfa/mcp,,skipped_no_remote,,
